ID,heure,temperature,hygrometrie,masse,position
14075,2025/08/09 11:00:00,6.12,5.64,67.21,"23.198245,34.028185"
14076,2025/08/09 12:00:00,0.57,23.88,95.12,"42.678458,-28.012264"
14077,2025/08/09 13:00:00,6.86,29.58,92.94,"-82.892673,-36.468339"
14078,2025/08/09 14:00:00,48.75,23.94,56.62,"12.092968,130.812913"
14079,2025/08/09 15:00:00,43.13,98.3,9.93,"28.936121,84.262692"
14080,2025/08/09 16:00:00,34.9,78.56,27.0,"5.696558,41.135036"
14081,2025/08/09 17:00:00,15.45,65.72,6.29,"52.720216,70.22279"
14082,2025/08/09 18:00:00,26.47,54.42,72.84,"-75.00914,105.034933"
14083,2025/08/09 19:00:00,15.5,6.72,26.23,"-40.730977,105.135243"
14084,2025/08/09 20:00:00,32.1,27.54,53.47,"-75.133471,-42.754232"
14085,2025/08/09 21:00:00,27.98,45.72,35.6,"-46.020914,-37.215287"
14086,2025/08/09 22:00:00,1.76,33.43,62.38,"16.587922,13.736699"
14087,2025/08/09 23:00:00,7.18,32.44,45.63,"53.925913,-54.19254"
14088,2025/08/10 00:00:00,1.54,26.29,37.82,"29.997845,-2.21117"
14089,2025/08/10 01:00:00,24.94,54.58,78.45,"80.652823,24.542884"
14090,2025/08/10 02:00:00,2.55,39.01,66.34,"60.140068,-62.635956"
14091,2025/08/10 03:00:00,25.9,81.91,84.74,"56.296187,-114.99659"
14092,2025/08/10 04:00:00,19.9,28.65,13.5,"-57.115387,105.954938"
14093,2025/08/10 05:00:00,46.73,45.56,8.71,"5.05868,76.310489"
14094,2025/08/10 06:00:00,28.09,94.78,19.67,"-4.625468,-154.451616"
14095,2025/08/10 07:00:00,18.65,18.63,94.38,"-50.594241,-38.309341"
14096,2025/08/10 08:00:00,49.64,55.37,30.32,"-73.649566,107.009568"
14097,2025/08/10 09:00:00,17.99,3.23,59.96,"37.513098,118.408366"
14098,2025/08/10 10:00:00,28.03,42.9,45.27,"62.168145,59.235326"
14099,2025/08/10 11:00:00,30.12,84.31,76.95,"-4.959187,21.501388"
14100,2025/08/10 12:00:00,5.87,27.35,64.93,"54.026105,-35.017021"
14101,2025/08/10 13:00:00,41.47,10.38,97.98,"-29.395687,84.398989"
14102,2025/08/10 14:00:00,23.13,64.06,75.01,"64.729199,164.384772"
14103,2025/08/10 15:00:00,32.12,36.36,39.06,"-45.384987,-154.609709"
14104,2025/08/10 16:00:00,31.48,62.16,56.45,"42.693782,-177.024446"
14105,2025/08/10 17:00:00,41.91,49.45,74.13,"6.137842,-96.369375"
14106,2025/08/10 18:00:00,5.52,92.86,88.55,"12.466724,-32.7155"
14107,2025/08/10 19:00:00,46.34,2.79,98.13,"-28.30344,12.605124"
14108,2025/08/10 20:00:00,16.85,12.5,62.45,"17.800157,5.853957"
14109,2025/08/10 21:00:00,4.92,94.05,96.41,"-19.430507,-116.298671"
14110,2025/08/10 22:00:00,8.43,35.61,42.68,"-84.149259,-66.961388"
14111,2025/08/10 23:00:00,34.55,67.99,18.61,"-83.811023,145.512858"
14112,2025/08/11 00:00:00,3.32,1.71,98.04,"65.794195,18.788324"
14113,2025/08/11 01:00:00,42.98,42.4,74.51,"-51.500479,-76.992952"
14114,2025/08/11 02:00:00,2.73,18.79,30.76,"72.56933,78.685237"
14115,2025/08/11 03:00:00,8.15,98.0,27.95,"-79.749769,-56.149791"
14116,2025/08/11 04:00:00,48.73,1.82,3.06,"-69.64895,160.498104"
14117,2025/08/11 05:00:00,28.77,43.12,55.73,"-42.169855,-151.289059"
14118,2025/08/11 06:00:00,8.65,67.76,94.09,"-34.515646,155.343399"
14119,2025/08/11 07:00:00,6.33,75.57,25.39,"-34.78236,-61.311298"
14120,2025/08/11 08:00:00,49.35,20.88,40.99,"-34.750564,75.817215"
14121,2025/08/11 09:00:00,16.23,5.08,59.11,"-50.955073,-18.395188"
14122,2025/08/11 10:00:00,24.96,74.31,92.35,"83.018822,105.444852"
14123,2025/08/11 11:00:00,39.92,26.13,96.16,"27.311831,-168.276889"
14124,2025/08/11 12:00:00,0.79,41.39,12.46,"8.534778,-19.875223"
14125,2025/08/11 13:00:00,4.68,29.31,55.4,"55.359928,-121.12549"
14126,2025/08/11 14:00:00,9.13,5.85,26.68,"30.170179,177.015412"
14127,2025/08/11 15:00:00,8.31,1.19,21.37,"57.571205,123.552596"
14128,2025/08/11 16:00:00,34.36,22.44,13.46,"-61.1515,170.908753"
14129,2025/08/11 17:00:00,5.86,59.64,58.03,"51.261223,121.17523"
14130,2025/08/11 18:00:00,19.13,26.53,37.28,"10.840534,-14.681741"
14131,2025/08/11 19:00:00,45.71,34.19,50.62,"48.426034,91.235597"
14132,2025/08/11 20:00:00,6.13,20.03,74.61,"29.328985,84.270641"
14133,2025/08/11 21:00:00,48.15,92.25,4.76,"-54.80093,-114.779575"
14134,2025/08/11 22:00:00,2.83,99.95,0.05,"-46.225673,-153.951358"
14135,2025/08/11 23:00:00,10.13,8.57,36.17,"74.222522,-100.422172"
14136,2025/08/12 00:00:00,7.84,87.47,6.95,"43.099925,84.497717"
14137,2025/08/12 01:00:00,44.36,56.22,12.03,"43.140102,-130.247305"
14138,2025/08/12 02:00:00,9.4,50.01,59.4,"-68.876138,-22.764663"
14139,2025/08/12 03:00:00,16.26,45.68,68.65,"58.040603,-145.769478"
14140,2025/08/12 04:00:00,34.43,99.42,90.5,"37.020573,45.786798"
14141,2025/08/12 05:00:00,40.62,89.14,41.06,"45.226399,-50.316423"
14142,2025/08/12 06:00:00,20.03,7.97,10.54,"14.874246,39.690209"
14143,2025/08/12 07:00:00,33.28,61.2,8.37,"59.144897,119.929747"
14144,2025/08/12 08:00:00,14.37,57.59,33.08,"47.198303,94.435433"
14145,2025/08/12 09:00:00,28.65,3.33,95.72,"-72.167579,-163.92059"
14146,2025/08/12 10:00:00,22.8,95.8,29.3,"45.41129,-57.582958"
14147,2025/08/12 11:00:00,18.91,11.26,59.1,"-65.644928,-155.262644"
14148,2025/08/12 12:00:00,36.4,68.14,60.14,"21.031305,-51.72542"
14149,2025/08/12 13:00:00,44.46,45.72,69.8,"-45.444961,148.649149"
14150,2025/08/12 14:00:00,33.15,21.66,65.91,"-6.176631,122.219132"
14151,2025/08/12 15:00:00,13.1,12.9,86.42,"10.71496,-173.338026"
14152,2025/08/12 16:00:00,36.44,31.1,10.3,"-56.513914,108.147427"
14153,2025/08/12 17:00:00,36.66,98.61,4.85,"-69.386523,-139.460032"
14154,2025/08/12 18:00:00,2.04,29.86,61.85,"-74.299335,-175.58524"
14155,2025/08/12 19:00:00,27.51,30.53,89.75,"22.87136,146.719874"
14156,2025/08/12 20:00:00,20.82,63.51,53.96,"57.438662,-18.526511"
14157,2025/08/12 21:00:00,18.36,76.16,25.02,"-18.034347,3.904071"
14158,2025/08/12 22:00:00,15.71,10.21,65.22,"7.158344,179.389502"
14159,2025/08/12 23:00:00,28.96,74.43,69.25,"-88.735897,151.781342"
14160,2025/08/13 00:00:00,19.43,41.36,47.47,"49.131609,-129.255374"
14161,2025/08/13 01:00:00,7.11,38.54,74.07,"-3.338497,-11.421781"
14162,2025/08/13 02:00:00,48.4,30.21,59.48,"49.131819,100.324648"
14163,2025/08/13 03:00:00,13.4,53.61,10.79,"-71.551096,169.002935"
14164,2025/08/13 04:00:00,38.67,78.42,13.89,"-85.491091,89.665498"
14165,2025/08/13 05:00:00,32.89,92.84,4.67,"-10.066327,-51.737851"
14166,2025/08/13 06:00:00,6.85,92.81,62.22,"57.886222,-144.54239"
14167,2025/08/13 07:00:00,18.72,87.69,5.93,"85.781428,158.472338"
14168,2025/08/13 08:00:00,31.12,91.98,37.21,"72.676237,-100.755383"
14169,2025/08/13 09:00:00,30.57,43.44,61.91,"29.516771,57.116159"
14170,2025/08/13 10:00:00,41.27,38.13,27.2,"19.131985,0.181523"
14171,2025/08/13 11:00:00,25.87,40.83,92.93,"-66.438233,-165.106201"
14172,2025/08/13 12:00:00,13.5,48.44,49.2,"43.705168,-176.728062"
14173,2025/08/13 13:00:00,16.05,45.61,70.16,"-6.559503,-12.663974"
14174,2025/08/13 14:00:00,1.21,76.15,85.3,"-52.417533,6.398678"
14175,2025/08/13 15:00:00,5.23,56.58,35.13,"-86.798564,104.156085"
14176,2025/08/13 16:00:00,47.97,90.16,80.92,"63.522992,-79.671316"
14177,2025/08/13 17:00:00,12.11,17.92,21.01,"39.639103,-6.582587"
14178,2025/08/13 18:00:00,6.12,37.48,86.13,"-35.623764,145.863868"
14179,2025/08/13 19:00:00,5.67,22.29,35.96,"-55.642749,107.966028"
14180,2025/08/13 20:00:00,44.49,29.42,21.08,"41.054978,81.1989"
14181,2025/08/13 21:00:00,37.48,12.52,80.69,"12.523386,-153.302999"
14182,2025/08/13 22:00:00,42.02,71.27,2.63,"57.155437,-110.107163"
14183,2025/08/13 23:00:00,22.91,81.81,91.91,"-24.161192,168.353537"
14184,2025/08/14 00:00:00,10.19,13.29,38.12,"-81.620189,148.912222"
14185,2025/08/14 01:00:00,38.54,88.4,60.83,"-57.629372,-130.684928"
14186,2025/08/14 02:00:00,37.42,9.19,36.17,"22.965317,-54.844225"
14187,2025/08/14 03:00:00,23.31,81.2,56.27,"1.667577,-87.202454"
14188,2025/08/14 04:00:00,43.37,37.71,15.93,"-66.976186,43.304356"
14189,2025/08/14 05:00:00,44.46,14.63,70.61,"-89.151745,153.542745"
14190,2025/08/14 06:00:00,31.16,82.18,83.75,"-60.909852,-91.728537"
14191,2025/08/14 07:00:00,9.73,68.45,34.71,"-23.00518,124.031218"
14192,2025/08/14 08:00:00,13.73,16.13,62.26,"8.314227,110.058352"
14193,2025/08/14 09:00:00,24.54,48.0,8.81,"0.49695,73.840733"
14194,2025/08/14 10:00:00,4.75,53.51,96.47,"-2.035712,38.109585"
14195,2025/08/14 11:00:00,7.93,48.13,34.71,"52.450693,-161.406252"
14196,2025/08/14 12:00:00,22.16,37.86,43.42,"-85.004502,-114.138297"
14197,2025/08/14 13:00:00,37.4,62.76,48.45,"-89.854608,147.558776"
14198,2025/08/14 14:00:00,26.34,36.01,28.85,"6.453187,147.85522"
14199,2025/08/14 15:00:00,39.91,90.09,4.81,"-78.696134,120.246103"
14200,2025/08/14 16:00:00,26.26,62.08,11.21,"-55.812778,-124.563008"
14201,2025/08/14 17:00:00,0.31,48.5,44.03,"51.490162,62.254165"
14202,2025/08/14 18:00:00,7.46,90.41,64.03,"20.79885,-103.912336"
14203,2025/08/14 19:00:00,21.1,70.53,89.63,"-64.105763,52.289459"
14204,2025/08/14 20:00:00,38.93,78.24,37.93,"-67.498994,48.732259"
14205,2025/08/14 21:00:00,46.23,69.85,60.81,"-55.696379,63.08085"
14206,2025/08/14 22:00:00,32.14,55.77,56.21,"11.452249,-136.614523"
14207,2025/08/14 23:00:00,12.37,73.53,17.75,"-0.362871,74.49072"
14208,2025/08/15 00:00:00,4.7,81.17,55.1,"46.972414,-159.436322"
14209,2025/08/15 01:00:00,14.47,8.54,48.59,"-74.55203,160.153331"
14210,2025/08/15 02:00:00,30.73,97.94,28.61,"78.615611,64.27121"
14211,2025/08/15 03:00:00,15.33,31.71,60.67,"81.096159,87.900849"
14212,2025/08/15 04:00:00,34.7,33.89,99.4,"60.255788,-148.698339"
14213,2025/08/15 05:00:00,9.47,81.7,6.92,"-70.988294,54.835071"
14214,2025/08/15 06:00:00,44.55,28.73,3.63,"-24.291745,94.675608"
14215,2025/08/15 07:00:00,30.2,16.73,28.61,"57.824494,16.139843"
14216,2025/08/15 08:00:00,15.62,41.59,39.31,"7.988888,21.31335"
14217,2025/08/15 09:00:00,11.04,80.58,62.95,"-12.425122,121.413344"
14218,2025/08/15 10:00:00,13.62,73.46,46.52,"-23.394102,-27.849963"
14219,2025/08/15 11:00:00,8.24,37.67,54.94,"-60.692738,0.126422"
14220,2025/08/15 12:00:00,24.14,1.54,6.52,"-68.823917,116.895331"
14221,2025/08/15 13:00:00,40.75,96.79,52.28,"44.10458,76.107694"
14222,2025/08/15 14:00:00,12.63,41.94,19.55,"-24.166298,88.325275"
14223,2025/08/15 15:00:00,17.66,97.7,99.48,"88.56969,17.040163"
14224,2025/08/15 16:00:00,48.29,9.6,64.84,"79.908492,-140.492152"
14225,2025/08/15 17:00:00,4.78,69.37,45.19,"-37.760044,19.005374"
14226,2025/08/15 18:00:00,8.89,50.89,9.8,"-70.751702,45.442857"
14227,2025/08/15 19:00:00,32.85,39.01,2.33,"-56.036568,168.928141"
14228,2025/08/15 20:00:00,1.5,45.96,46.79,"-65.04012,-127.809298"
14229,2025/08/15 21:00:00,5.08,41.35,97.58,"14.011323,160.880643"
14230,2025/08/15 22:00:00,9.89,34.27,43.23,"44.641459,-3.983095"
14231,2025/08/15 23:00:00,48.15,71.41,76.06,"25.532872,-136.996334"
14232,2025/08/16 00:00:00,27.13,27.4,31.16,"-20.639468,-154.830323"
14233,2025/08/16 01:00:00,18.71,29.1,35.67,"65.796893,82.375626"
14234,2025/08/16 02:00:00,44.14,1.18,97.91,"-16.702094,75.834915"
14235,2025/08/16 03:00:00,24.63,16.13,32.55,"-16.949295,82.132167"
14236,2025/08/16 04:00:00,38.52,39.54,61.56,"-76.703589,36.703302"
14237,2025/08/16 05:00:00,48.7,30.4,56.44,"-64.894206,-50.136022"
14238,2025/08/16 06:00:00,3.24,92.96,13.43,"53.79231,103.082368"
14239,2025/08/16 07:00:00,5.84,87.32,16.75,"-39.393731,20.358933"
14240,2025/08/16 08:00:00,39.5,31.19,61.07,"30.849696,134.818466"
14241,2025/08/16 09:00:00,17.83,22.95,32.19,"28.27156,-177.341637"
14242,2025/08/16 10:00:00,48.41,52.55,85.74,"-13.521137,42.360499"
14243,2025/08/16 11:00:00,42.89,34.36,60.84,"-32.524877,32.708423"
14244,2025/08/16 12:00:00,25.65,1.26,33.22,"11.310353,19.951329"
14245,2025/08/16 13:00:00,37.82,31.7,86.05,"-81.021149,-71.377659"
14246,2025/08/16 14:00:00,20.41,74.56,70.08,"-19.746229,-138.92848"
14247,2025/08/16 15:00:00,32.29,0.36,71.34,"-72.243318,52.919307"
14248,2025/08/16 16:00:00,7.85,47.1,82.06,"-52.541644,56.378482"
14249,2025/08/16 17:00:00,36.94,62.14,38.14,"-6.976936,-42.56508"
14250,2025/08/16 18:00:00,47.51,49.45,65.32,"44.908807,158.710748"
14251,2025/08/16 19:00:00,0.25,68.07,2.39,"41.460274,51.259606"
14252,2025/08/16 20:00:00,48.21,52.35,53.7,"-41.791924,-41.177063"
14253,2025/08/16 21:00:00,6.54,66.84,7.66,"-4.041303,173.897942"
14254,2025/08/16 22:00:00,35.07,29.33,92.91,"22.136186,-17.992298"
14255,2025/08/16 23:00:00,27.3,15.44,18.84,"1.054063,92.683697"
14256,2025/08/17 00:00:00,19.89,46.9,76.73,"-77.138835,56.947779"
14257,2025/08/17 01:00:00,1.5,77.07,69.32,"-16.516341,134.857235"
14258,2025/08/17 02:00:00,38.87,20.05,45.59,"-56.441826,37.92823"
14259,2025/08/17 03:00:00,37.52,62.7,93.8,"85.919918,20.82322"
14260,2025/08/17 04:00:00,23.94,47.22,18.97,"-77.907722,67.548252"
14261,2025/08/17 05:00:00,31.69,48.99,34.43,"-78.317639,3.869693"
14262,2025/08/17 06:00:00,12.05,36.18,94.89,"-79.656558,-90.074712"
14263,2025/08/17 07:00:00,23.75,32.94,59.25,"-2.175429,-164.775875"
14264,2025/08/17 08:00:00,41.37,82.93,10.36,"80.310124,155.556882"
14265,2025/08/17 09:00:00,7.9,57.47,71.71,"80.304575,-23.154862"
14266,2025/08/17 10:00:00,7.49,93.1,2.4,"-30.673869,179.18069"
14267,2025/08/17 11:00:00,25.2,28.23,92.26,"-58.707717,150.751638"
14268,2025/08/17 12:00:00,42.01,79.16,53.27,"81.166455,-172.80462"
14269,2025/08/17 13:00:00,41.0,22.31,68.31,"26.995316,-121.800737"
14270,2025/08/17 14:00:00,1.09,85.43,70.03,"-34.045764,-26.931393"
14271,2025/08/17 15:00:00,14.53,58.67,9.66,"-62.353441,-52.583943"
14272,2025/08/17 16:00:00,39.34,50.2,13.09,"48.207527,-37.945386"
14273,2025/08/17 17:00:00,12.63,43.17,22.52,"14.75035,-169.112641"
14274,2025/08/17 18:00:00,38.41,98.04,84.76,"30.595024,-60.512589"
14275,2025/08/17 19:00:00,30.25,16.71,15.14,"-37.944981,93.401"
14276,2025/08/17 20:00:00,17.55,19.71,42.23,"79.996888,-20.238814"
14277,2025/08/17 21:00:00,34.44,27.28,43.66,"-1.200293,-27.814928"
14278,2025/08/17 22:00:00,17.35,72.55,84.73,"-33.090351,80.625203"
14279,2025/08/17 23:00:00,34.18,16.1,7.33,"75.63358,76.587448"
14280,2025/08/18 00:00:00,12.06,71.93,50.91,"4.078714,-56.088677"
14281,2025/08/18 01:00:00,47.32,22.52,46.6,"9.599995,108.448681"
14282,2025/08/18 02:00:00,38.12,57.85,20.47,"-15.734626,131.007133"
14283,2025/08/18 03:00:00,21.26,18.55,13.97,"89.456614,-62.387323"
14284,2025/08/18 04:00:00,32.18,34.87,17.22,"81.692608,30.063481"
14285,2025/08/18 05:00:00,11.98,83.4,46.28,"83.13003,134.702737"
14286,2025/08/18 06:00:00,25.84,52.86,7.17,"-24.662212,-7.620406"
14287,2025/08/18 07:00:00,3.39,16.19,95.83,"28.64219,71.264787"
14288,2025/08/18 08:00:00,22.79,28.51,51.17,"-73.323667,-20.903724"
14289,2025/08/18 09:00:00,46.52,87.44,65.39,"37.714306,50.619714"
14290,2025/08/18 10:00:00,29.97,90.99,91.14,"17.350822,-16.822364"
14291,2025/08/18 11:00:00,28.01,40.38,99.19,"-79.500385,-7.156347"
14292,2025/08/18 12:00:00,25.1,22.17,4.39,"22.291647,-53.357077"
14293,2025/08/18 13:00:00,4.69,37.79,97.75,"-3.731705,148.305947"
14294,2025/08/18 14:00:00,26.97,78.19,30.06,"79.476267,23.659501"
14295,2025/08/18 15:00:00,36.72,85.02,93.77,"32.044977,10.396589"
14296,2025/08/18 16:00:00,19.77,62.4,7.18,"10.385017,133.918412"
14297,2025/08/18 17:00:00,30.4,95.56,80.49,"-3.167052,-42.753103"
14298,2025/08/18 18:00:00,16.12,73.76,95.38,"63.32931,-10.171707"
14299,2025/08/18 19:00:00,40.04,16.98,86.45,"22.618787,44.928409"
14300,2025/08/18 20:00:00,5.31,21.58,89.93,"68.69703,-111.425507"
14301,2025/08/18 21:00:00,35.22,78.85,27.24,"-8.829943,0.1156"
14302,2025/08/18 22:00:00,35.83,79.21,10.56,"-36.572256,147.543031"
14303,2025/08/18 23:00:00,41.59,20.69,94.68,"21.469007,-122.89004"
14304,2025/08/19 00:00:00,29.3,21.09,57.27,"-28.663417,20.927641"
14305,2025/08/19 01:00:00,9.39,35.79,90.46,"53.902007,-2.062816"
14306,2025/08/19 02:00:00,22.75,51.24,57.02,"-29.204987,-116.94451"
14307,2025/08/19 03:00:00,15.91,11.41,8.82,"71.712792,51.023222"
14308,2025/08/19 04:00:00,4.94,93.76,8.0,"-7.789705,54.28738"
14309,2025/08/19 05:00:00,38.09,86.47,58.62,"-25.418225,-113.286996"
14310,2025/08/19 06:00:00,27.23,74.14,94.9,"-72.054843,104.281815"
14311,2025/08/19 07:00:00,45.71,86.94,63.91,"36.361021,45.195457"
14312,2025/08/19 08:00:00,26.26,57.22,52.01,"-17.083547,43.078644"
14313,2025/08/19 09:00:00,41.66,79.9,89.35,"-77.319312,-117.894987"
14314,2025/08/19 10:00:00,28.06,72.12,22.12,"56.066183,-118.683933"
14315,2025/08/19 11:00:00,35.06,53.47,79.24,"-58.509425,43.797187"
14316,2025/08/19 12:00:00,34.17,32.49,24.03,"74.308643,-61.59376"
14317,2025/08/19 13:00:00,47.29,55.56,17.39,"27.669184,122.624049"
14318,2025/08/19 14:00:00,32.06,33.66,69.32,"86.931948,-101.313048"
14319,2025/08/19 15:00:00,42.3,59.5,79.73,"-37.065784,-0.844793"
14320,2025/08/19 16:00:00,34.9,49.57,33.18,"64.660721,177.447166"
14321,2025/08/19 17:00:00,18.72,82.42,84.53,"-49.660818,-2.022049"
14322,2025/08/19 18:00:00,2.25,58.72,61.26,"-74.646943,-23.497025"
14323,2025/08/19 19:00:00,10.62,94.68,68.42,"-4.693708,134.233504"
14324,2025/08/19 20:00:00,7.35,48.67,90.8,"-39.595928,58.17577"
14325,2025/08/19 21:00:00,33.41,7.28,52.1,"-71.442499,-82.725629"
14326,2025/08/19 22:00:00,30.35,32.83,37.73,"54.00964,-74.467166"
14327,2025/08/19 23:00:00,35.41,67.9,68.32,"19.505627,46.742706"
14328,2025/08/20 00:00:00,3.85,69.97,64.1,"-46.677105,-87.992057"
14329,2025/08/20 01:00:00,12.79,51.54,55.18,"-65.994809,-159.912231"
14330,2025/08/20 02:00:00,32.07,12.36,10.65,"8.625383,-73.288573"
14331,2025/08/20 03:00:00,49.98,20.45,47.35,"50.106264,-70.541237"
14332,2025/08/20 04:00:00,13.94,73.31,79.86,"-52.467296,-131.540285"
14333,2025/08/20 05:00:00,31.74,54.83,99.88,"28.071716,-165.353698"
14334,2025/08/20 06:00:00,0.15,83.07,83.53,"40.329013,-85.849961"
14335,2025/08/20 07:00:00,22.93,84.46,17.52,"65.064831,1.988414"
14336,2025/08/20 08:00:00,16.5,96.76,59.64,"-74.564976,13.190219"
14337,2025/08/20 09:00:00,16.39,37.32,10.52,"-44.0946,-133.580512"
14338,2025/08/20 10:00:00,2.12,29.01,60.78,"47.144133,-103.857671"
14339,2025/08/20 11:00:00,12.65,74.27,80.2,"23.703181,52.126274"
14340,2025/08/20 12:00:00,22.55,10.46,95.3,"-54.419231,-48.789124"
14341,2025/08/20 13:00:00,14.26,80.22,56.96,"63.323648,57.797519"
14342,2025/08/20 14:00:00,46.26,39.2,81.08,"2.394076,138.704697"
14343,2025/08/20 15:00:00,47.3,24.47,9.74,"68.601043,-50.217247"
14344,2025/08/20 16:00:00,30.36,31.14,41.28,"-78.582242,-138.354205"
14345,2025/08/20 17:00:00,0.1,20.47,9.1,"86.312315,-145.088875"
14346,2025/08/20 18:00:00,2.4,70.21,4.03,"39.787392,-155.713416"
14347,2025/08/20 19:00:00,5.17,95.59,2.98,"36.000883,-10.977554"
14348,2025/08/20 20:00:00,48.71,3.22,79.47,"-81.774826,-145.608422"
14349,2025/08/20 21:00:00,45.48,24.47,32.43,"-13.345573,-14.22867"
14350,2025/08/20 22:00:00,7.88,85.37,94.13,"6.957734,-100.143522"
14351,2025/08/20 23:00:00,24.81,69.62,70.41,"52.559941,-76.017615"
14352,2025/08/21 00:00:00,45.13,41.18,57.39,"29.163755,54.736816"
14353,2025/08/21 01:00:00,47.98,95.64,45.26,"-13.896319,125.663038"
14354,2025/08/21 02:00:00,7.36,42.79,68.79,"-51.507762,94.572649"
14355,2025/08/21 03:00:00,19.77,68.12,43.44,"67.976387,-46.829885"
14356,2025/08/21 04:00:00,4.29,97.5,28.27,"-71.203896,19.031676"
14357,2025/08/21 05:00:00,40.58,60.32,28.77,"-61.835867,-141.754553"
14358,2025/08/21 06:00:00,29.49,58.88,27.29,"-5.110384,-43.490208"
14359,2025/08/21 07:00:00,25.99,75.73,35.34,"74.871582,107.713576"
14360,2025/08/21 08:00:00,14.98,4.8,5.14,"-81.04438,-87.578871"
14361,2025/08/21 09:00:00,11.33,97.82,43.54,"-55.297871,-47.913107"
14362,2025/08/21 10:00:00,9.71,82.88,37.13,"44.633478,102.299133"
14363,2025/08/21 11:00:00,15.83,5.38,36.3,"-52.520124,-37.318777"
14364,2025/08/21 12:00:00,25.25,25.78,61.23,"40.14021,30.613356"
14365,2025/08/21 13:00:00,2.32,73.37,18.46,"61.773639,35.46685"
14366,2025/08/21 14:00:00,4.23,66.2,75.6,"65.067873,172.813671"
14367,2025/08/21 15:00:00,26.97,99.64,42.69,"-84.482635,-103.314023"
14368,2025/08/21 16:00:00,26.1,95.7,95.36,"-30.13751,136.856142"
14369,2025/08/21 17:00:00,16.78,26.15,78.67,"66.246113,85.197528"
14370,2025/08/21 18:00:00,26.0,35.79,32.3,"85.695624,97.697342"
14371,2025/08/21 19:00:00,9.13,76.2,34.44,"4.651263,145.184703"
14372,2025/08/21 20:00:00,24.51,30.05,80.03,"-24.864609,-145.426238"
14373,2025/08/21 21:00:00,49.21,3.51,61.46,"2.631648,-175.637517"
14374,2025/08/21 22:00:00,20.74,9.07,66.21,"70.959308,-27.857457"
14375,2025/08/21 23:00:00,43.27,16.2,80.67,"0.836718,134.240809"
14376,2025/08/22 00:00:00,31.73,16.92,18.68,"-8.237492,136.591999"
14377,2025/08/22 01:00:00,38.19,26.68,78.68,"-31.255743,125.293419"
14378,2025/08/22 02:00:00,3.67,90.5,44.47,"-18.106758,-31.781458"
14379,2025/08/22 03:00:00,39.07,83.24,98.59,"30.759327,2.182377"
14380,2025/08/22 04:00:00,25.31,75.18,24.05,"21.112724,-136.848913"
14381,2025/08/22 05:00:00,36.75,67.96,23.63,"-84.567564,147.624598"
14382,2025/08/22 06:00:00,34.75,59.96,55.12,"43.373524,-116.308957"
14383,2025/08/22 07:00:00,28.19,55.43,71.35,"81.196593,98.244575"
14384,2025/08/22 08:00:00,45.88,43.61,20.28,"22.649335,-171.390335"
14385,2025/08/22 09:00:00,25.86,81.97,26.37,"86.902375,4.925633"
14386,2025/08/22 10:00:00,41.25,65.08,31.21,"36.471236,51.475303"
14387,2025/08/22 11:00:00,4.2,46.96,12.92,"-38.793613,17.763"
14388,2025/08/22 12:00:00,39.72,19.48,88.07,"-46.627765,92.280652"
14389,2025/08/22 13:00:00,34.67,41.69,18.07,"33.900728,-64.586959"
14390,2025/08/22 14:00:00,14.18,72.37,17.83,"21.114861,-119.320243"
14391,2025/08/22 15:00:00,35.94,84.8,2.36,"10.836683,-114.795729"
14392,2025/08/22 16:00:00,19.87,89.16,17.88,"81.617573,-164.257515"
14393,2025/08/22 17:00:00,7.39,3.39,82.01,"-63.958206,176.976782"
14394,2025/08/22 18:00:00,39.8,4.74,87.47,"32.79571,-135.897294"
14395,2025/08/22 19:00:00,19.15,39.66,28.11,"-4.709704,-59.092029"
14396,2025/08/22 20:00:00,17.68,17.52,10.74,"23.969473,-73.670302"
14397,2025/08/22 21:00:00,49.9,59.76,40.39,"-61.672487,-123.143952"
14398,2025/08/22 22:00:00,48.02,96.83,5.02,"-75.601789,83.911858"
14399,2025/08/22 23:00:00,32.96,99.03,32.61,"-23.989782,101.883704"
14400,2025/08/23 00:00:00,38.29,14.02,45.54,"14.732733,-56.825843"
14401,2025/08/23 01:00:00,31.26,41.95,23.71,"26.611066,35.880118"
14402,2025/08/23 02:00:00,16.65,77.1,26.09,"-77.965119,-118.698838"
14403,2025/08/23 03:00:00,39.31,17.9,37.26,"22.779451,65.499643"
14404,2025/08/23 04:00:00,34.8,53.71,90.01,"32.521774,170.537532"
14405,2025/08/23 05:00:00,8.13,34.76,2.73,"-23.216689,12.069183"
14406,2025/08/23 06:00:00,11.44,76.21,41.28,"-6.897273,61.674224"
14407,2025/08/23 07:00:00,45.94,46.97,64.3,"20.133477,-55.980184"
14408,2025/08/23 08:00:00,43.68,87.27,57.69,"-51.320057,67.701796"
14409,2025/08/23 09:00:00,42.09,47.75,79.57,"86.98641,83.6162"
14410,2025/08/23 10:00:00,36.12,27.52,47.66,"-46.081576,126.605286"
14411,2025/08/23 11:00:00,8.58,34.6,56.08,"-53.345529,42.26851"
14412,2025/08/23 12:00:00,17.27,23.37,73.78,"69.593663,-148.018712"
14413,2025/08/23 13:00:00,48.81,25.51,20.33,"-18.868048,144.762408"
14414,2025/08/23 14:00:00,12.87,67.22,4.74,"81.405022,76.314884"
14415,2025/08/23 15:00:00,29.39,34.03,96.56,"86.265067,29.668428"
